x,y
2.927927927927927954e+02,2.421373523040772398e+02
2.936936936936937173e+02,2.520164114191209705e+02
2.945945945945945823e+02,2.678144301879138425e+02
2.954954954954955042e+02,2.775809486915900948e+02
2.963963963963964261e+02,2.636542578288321010e+02
2.972972972972972912e+02,2.857938462227739365e+02
2.981981981981982130e+02,2.904840684612249788e+02
2.990990990990991349e+02,2.905936978152655001e+02
3.000000000000000000e+02,2.899064950659781630e+02
3.009009009009009219e+02,3.029644267286574291e+02
3.018018018018017870e+02,3.086824875775558894e+02
3.027027027027027088e+02,3.091124328747307572e+02
3.036036036036035739e+02,2.981563137042992366e+02
3.045045045045044958e+02,2.933679480012538647e+02
3.054054054054054177e+02,2.932139896087501825e+02
3.063063063063062827e+02,2.913753167894420244e+02
3.072072072072072046e+02,2.885068477763140322e+02
3.081081081081081265e+02,2.686711612049867313e+02
3.090090090090089916e+02,2.715678489958182809e+02
3.099099099099099135e+02,2.624601763732857194e+02
3.108108108108108354e+02,2.552923510389253465e+02
3.117117117117117004e+02,2.406231527194539410e+02
3.126126126126126223e+02,2.373906913455106178e+02
3.135135135135135442e+02,2.224280092259104435e+02
3.144144144144144093e+02,2.171497215061681345e+02
3.153153153153153312e+02,2.208163541531562259e+02
3.162162162162162531e+02,2.023396819192923886e+02
3.171171171171171181e+02,2.132758133882195466e+02
3.180180180180180400e+02,1.914003906385472078e+02
3.189189189189189051e+02,1.854962262988024406e+02
3.198198198198198270e+02,1.746774182775524764e+02
3.207207207207206920e+02,1.736784435527015660e+02
3.216216216216216139e+02,1.708157560096436782e+02
3.225225225225225358e+02,1.772930726776025381e+02
3.234234234234234009e+02,1.638609313762735269e+02
3.243243243243243228e+02,1.608365376478740529e+02
3.252252252252252447e+02,1.586605919184158324e+02
3.261261261261261097e+02,1.612308706360617805e+02
3.270270270270270316e+02,1.561648616102523590e+02
3.279279279279279535e+02,1.473964290961751544e+02
3.288288288288288186e+02,1.511260343749670767e+02
3.297297297297297405e+02,1.502567625556241921e+02
3.306306306306306624e+02,1.533671058987720244e+02
3.315315315315315274e+02,1.576642055649392944e+02
3.324324324324323925e+02,1.432365625608551909e+02
3.333333333333333712e+02,1.369294703534716575e+02
3.342342342342342363e+02,1.340534397586243358e+02
3.351351351351351013e+02,1.471239212405114642e+02
3.360360360360360801e+02,1.499805134274643592e+02
3.369369369369369451e+02,1.415013372598710362e+02
3.378378378378378102e+02,1.348833263538121514e+02
3.387387387387387321e+02,1.328594917385429994e+02
3.396396396396396540e+02,1.306472072247808569e+02
3.405405405405405190e+02,1.369999913355933359e+02
3.414414414414414409e+02,1.278827787730012631e+02
3.423423423423423628e+02,1.312227733818749016e+02
3.432432432432432279e+02,1.317968493007128075e+02
3.441441441441441498e+02,1.314508890145947078e+02
3.450450450450450717e+02,1.209072936938240588e+02
3.459459459459459367e+02,1.234338842852951217e+02
3.468468468468468586e+02,1.279632290322901866e+02
3.477477477477477805e+02,1.246775790597841223e+02
3.486486486486486456e+02,1.225586686691944607e+02
3.495495495495495106e+02,1.181892078866916052e+02
3.504504504504504894e+02,1.234151814244399503e+02
3.513513513513513544e+02,1.277225467831093795e+02
3.522522522522522195e+02,1.215568052468216536e+02
3.531531531531531414e+02,1.253921029395980611e+02
3.540540540540540633e+02,1.167113208732587992e+02
3.549549549549549283e+02,1.176610077428479286e+02
3.558558558558558502e+02,1.215453716204810348e+02
3.567567567567567721e+02,1.173434030907553733e+02
3.576576576576576372e+02,1.189046263127126792e+02
3.585585585585585591e+02,1.184303883655917247e+02
3.594594594594594810e+02,1.269886877944946235e+02
3.603603603603603460e+02,1.186757852514181195e+02
3.612612612612612679e+02,1.163974744696889729e+02
3.621621621621621898e+02,1.135057831434377675e+02
3.630630630630630549e+02,1.152091903867967062e+02
3.639639639639639768e+02,1.188040062838058333e+02
3.648648648648648987e+02,1.126220359660980677e+02
3.657657657657657637e+02,1.071804078155779081e+02
3.666666666666666288e+02,1.168276701069227812e+02
3.675675675675676075e+02,1.107917167949360362e+02
3.684684684684684726e+02,1.078054449969868642e+02
3.693693693693693376e+02,1.139499312657841443e+02
3.702702702702702595e+02,1.258198198344097278e+02
3.711711711711711814e+02,1.023448400157188871e+02
3.720720720720720465e+02,1.090744389889765955e+02
3.729729729729729684e+02,1.134029688532245501e+02
3.738738738738738903e+02,1.119826604944049393e+02
3.747747747747747553e+02,1.144949847695712890e+02
3.756756756756756772e+02,1.073429000984225468e+02
3.765765765765765991e+02,1.122613140746115050e+02
3.774774774774774642e+02,1.145500435592384463e+02
3.783783783783783861e+02,1.074828997992499069e+02
3.792792792792793080e+02,1.082309501232815876e+02
3.801801801801801730e+02,1.082373685706533450e+02
3.810810810810810949e+02,1.145681145010049704e+02
3.819819819819820168e+02,1.100310282424877357e+02
3.828828828828828819e+02,1.127707385069658841e+02
3.837837837837837469e+02,1.160923833315388833e+02
3.846846846846847257e+02,1.130870819503714699e+02
3.855855855855855907e+02,1.105249758470250327e+02
3.864864864864864558e+02,1.064473720118168387e+02
3.873873873873873777e+02,1.075414813995608370e+02
3.882882882882882996e+02,1.118683168216635835e+02
3.891891891891891646e+02,1.201183389878217156e+02
3.900900900900900865e+02,1.162915019166474622e+02
3.909909909909910084e+02,1.085474893322613497e+02
3.918918918918918735e+02,1.202744777369914857e+02
3.927927927927927954e+02,1.180575002539023473e+02
3.936936936936937173e+02,1.119531313108304005e+02
3.945945945945945823e+02,1.089665075171952253e+02
3.954954954954955042e+02,1.092672184600723568e+02
3.963963963963964261e+02,1.131926060352638075e+02
3.972972972972972912e+02,1.143468973205803962e+02
3.981981981981982130e+02,1.168578554288021962e+02
3.990990990990991349e+02,1.053798021082036769e+02
4.000000000000000000e+02,1.092459424519217919e+02
4.009009009009008651e+02,1.059617813691870083e+02
4.018018018018018438e+02,1.083521136061987278e+02
4.027027027027027088e+02,1.079643966789090115e+02
4.036036036036035739e+02,1.095071875708016051e+02
4.045045045045044958e+02,1.179972113533271880e+02
4.054054054054054177e+02,1.141999068725268671e+02
4.063063063063062827e+02,1.057293681610202043e+02
4.072072072072072046e+02,1.077602560292096996e+02
4.081081081081081265e+02,1.106569697952307365e+02
4.090090090090089916e+02,1.078819795770620686e+02
4.099099099099099135e+02,1.076667340783195783e+02
4.108108108108108354e+02,1.135983707906355420e+02
4.117117117117117004e+02,1.040025714012825944e+02
4.126126126126126223e+02,1.124282503871752965e+02
4.135135135135135442e+02,1.037511841745866121e+02
4.144144144144144093e+02,1.117437275440858144e+02
4.153153153153153312e+02,1.124074930324335071e+02
4.162162162162162531e+02,1.068973098155928056e+02
4.171171171171171181e+02,1.074470567117186732e+02
4.180180180180179832e+02,1.129675272001191075e+02
4.189189189189189619e+02,1.107473201708447021e+02
4.198198198198198270e+02,1.102735357792149529e+02
4.207207207207206920e+02,1.028035456919508164e+02
4.216216216216216139e+02,1.099362663886344649e+02
4.225225225225225358e+02,1.108896563962862700e+02
4.234234234234234009e+02,1.093150595197410695e+02
4.243243243243243228e+02,1.108313848964616142e+02
4.252252252252252447e+02,1.067029280641435065e+02
4.261261261261261097e+02,1.141751088983330504e+02
4.270270270270270316e+02,1.061993366546971203e+02
4.279279279279279535e+02,1.061699161298411411e+02
4.288288288288288186e+02,9.527218082121490283e+01
4.297297297297297405e+02,1.078159047202230312e+02
4.306306306306306624e+02,1.073700850557233792e+02
4.315315315315315274e+02,1.104828725271954681e+02
4.324324324324324493e+02,1.090155385371986938e+02
4.333333333333333712e+02,1.090813537290175645e+02
4.342342342342342363e+02,1.092005962473264304e+02
4.351351351351351013e+02,1.035876818940693198e+02
4.360360360360360801e+02,1.154602651098773123e+02
4.369369369369369451e+02,1.091749253547255876e+02
4.378378378378378102e+02,1.184922158174194067e+02
4.387387387387387321e+02,1.031792678667356284e+02
4.396396396396396540e+02,1.012402957292465118e+02
4.405405405405405190e+02,1.125430437937799866e+02
4.414414414414414409e+02,1.064725459782068526e+02
4.423423423423423628e+02,1.110527401646943275e+02
4.432432432432432279e+02,1.034825947799851775e+02
4.441441441441441498e+02,1.026776395867535143e+02
4.450450450450450717e+02,1.057987313065442692e+02
4.459459459459459367e+02,1.001974754905684648e+02
4.468468468468468586e+02,1.034124062139800628e+02
4.477477477477477805e+02,1.066319926444702730e+02
4.486486486486486456e+02,1.048905435126142436e+02
4.495495495495495106e+02,1.094937703376944427e+02
4.504504504504504894e+02,9.630641884776909478e+01
4.513513513513513544e+02,1.109277009623294958e+02
4.522522522522522195e+02,1.086333141108422353e+02
4.531531531531531982e+02,1.046891180902634062e+02
4.540540540540540633e+02,1.069456958165639691e+02
4.549549549549549283e+02,1.074611360290247433e+02
4.558558558558558502e+02,1.155570846093600181e+02
4.567567567567567721e+02,1.033577769244613052e+02
4.576576576576576372e+02,1.153766579520901416e+02
4.585585585585585591e+02,1.069460408527934447e+02
4.594594594594594810e+02,1.085344132036680946e+02
4.603603603603603460e+02,1.078968904609610888e+02
4.612612612612612679e+02,1.105447531633760434e+02
4.621621621621621898e+02,1.096479969478271244e+02
4.630630630630630549e+02,1.055060723359430170e+02
4.639639639639639768e+02,1.096825861926078858e+02
4.648648648648648418e+02,1.091064862516179232e+02
4.657657657657657637e+02,1.027372253682923287e+02
4.666666666666666856e+02,1.043977906854686637e+02
4.675675675675675507e+02,1.048581241168162848e+02
4.684684684684684726e+02,1.089992632319303567e+02
4.693693693693693945e+02,1.175504814737407315e+02
4.702702702702702595e+02,1.062733425845229362e+02
4.711711711711711814e+02,1.186847462731378755e+02
4.720720720720721033e+02,1.174368288791260113e+02
4.729729729729729684e+02,1.175584296139579550e+02
4.738738738738738903e+02,1.087782017164355466e+02
4.747747747747747553e+02,1.194074858721071166e+02
4.756756756756756772e+02,1.108167862846144658e+02
4.765765765765765991e+02,1.158816243886877118e+02
4.774774774774774642e+02,1.158065278329605263e+02
4.783783783783783861e+02,1.200665592069577343e+02
4.792792792792793080e+02,1.099215214078012792e+02
4.801801801801801730e+02,1.118736022365112319e+02
4.810810810810810949e+02,1.092669686836584333e+02
4.819819819819819600e+02,1.218923857661900740e+02
4.828828828828828819e+02,1.210816062351092199e+02
4.837837837837838038e+02,1.139328376421841540e+02
4.846846846846846688e+02,1.220689097330336210e+02
4.855855855855855907e+02,1.195670371653045265e+02
4.864864864864865126e+02,1.189696810584462270e+02
4.873873873873873777e+02,1.178629369888521126e+02
4.882882882882882996e+02,1.204603099176796803e+02
4.891891891891892215e+02,1.266942735041478727e+02
4.900900900900900865e+02,1.151701302142504204e+02
4.909909909909910084e+02,1.209860886114312422e+02
4.918918918918918735e+02,1.209016077523475730e+02
4.927927927927927954e+02,1.270350982870826471e+02
4.936936936936937173e+02,1.308031646385769022e+02
4.945945945945945823e+02,1.273460894321880943e+02
4.954954954954955042e+02,1.190768062062176682e+02
4.963963963963964261e+02,1.350271402684576287e+02
4.972972972972972912e+02,1.335017530898196867e+02
4.981981981981982130e+02,1.348868575936563161e+02
4.990990990990990781e+02,1.272798517901085518e+02
5.000000000000000000e+02,1.415794928498280285e+02
5.009009009009009219e+02,1.335283843481922190e+02
5.018018018018017870e+02,1.369553434316595144e+02
5.027027027027027088e+02,1.501186173872475251e+02
5.036036036036036307e+02,1.425440908411818839e+02
5.045045045045044958e+02,1.619738187024480283e+02
5.054054054054054177e+02,1.631767787992296519e+02
5.063063063063062827e+02,1.637253421481624684e+02
5.072072072072072046e+02,1.819946718401961618e+02
5.081081081081081265e+02,1.818502383415174108e+02
5.090090090090089916e+02,1.927876040382528231e+02
5.099099099099099135e+02,2.081802912576229971e+02
5.108108108108108354e+02,2.137336683878347685e+02
5.117117117117117004e+02,2.376619559607781866e+02
5.126126126126125655e+02,2.707752840025656269e+02
5.135135135135135442e+02,3.005656136378699443e+02
5.144144144144144093e+02,3.469653945647174282e+02
5.153153153153152743e+02,4.026964580172834189e+02
5.162162162162162531e+02,4.765381477552742808e+02
5.171171171171171181e+02,5.709470617796569059e+02
5.180180180180179832e+02,6.859333255339769266e+02
5.189189189189189619e+02,8.122006863330701663e+02
5.198198198198198270e+02,8.824793929163299708e+02
5.207207207207206920e+02,9.098245724008029356e+02
5.216216216216216708e+02,8.451296727608429364e+02
5.225225225225225358e+02,7.482419733670475352e+02
5.234234234234234009e+02,6.262564806185271209e+02
5.243243243243243796e+02,5.235400196987238814e+02
5.252252252252252447e+02,4.429542665585648820e+02
5.261261261261261097e+02,3.826174390698315051e+02
5.270270270270270885e+02,3.172457385540066639e+02
5.279279279279279535e+02,2.866731064488554921e+02
5.288288288288288186e+02,2.561491085513970347e+02
5.297297297297297973e+02,2.294562487306605476e+02
5.306306306306306624e+02,2.102965471031449454e+02
5.315315315315315274e+02,1.977957204646381228e+02
5.324324324324325062e+02,1.982373571757520665e+02
5.333333333333332575e+02,1.891013818763663892e+02
5.342342342342342363e+02,1.764941696218736809e+02
5.351351351351352150e+02,1.630745471705303089e+02
5.360360360360359664e+02,1.510314872246635787e+02
5.369369369369369451e+02,1.507448380216279418e+02
5.378378378378379239e+02,1.490991619831907826e+02
5.387387387387386752e+02,1.457317291254869360e+02
5.396396396396396540e+02,1.325345940179608135e+02
5.405405405405405190e+02,1.322470641735158949e+02
5.414414414414413841e+02,1.343814651943394267e+02
5.423423423423423628e+02,1.371220427321431430e+02
5.432432432432432279e+02,1.338547478483788495e+02
5.441441441441440929e+02,1.381403134352814561e+02
5.450450450450450717e+02,1.267193912271984004e+02
5.459459459459459367e+02,1.301184865888253910e+02
5.468468468468468018e+02,1.277232644436239610e+02
5.477477477477477805e+02,1.205887014950030363e+02
5.486486486486486456e+02,1.265467988457768627e+02
5.495495495495495106e+02,1.240986943537023421e+02
5.504504504504504894e+02,1.363629967973031683e+02
5.513513513513513544e+02,1.237302569946556048e+02
5.522522522522522195e+02,1.253657533473991492e+02
5.531531531531531982e+02,1.286515945521992705e+02
5.540540540540540633e+02,1.182926318008696427e+02
5.549549549549549283e+02,1.133965562600483139e+02
5.558558558558559071e+02,1.249390870014051274e+02
5.567567567567567721e+02,1.219882379953365330e+02
5.576576576576576372e+02,1.147942371007874129e+02
5.585585585585586159e+02,1.040520499146242770e+02
5.594594594594594810e+02,1.232134609419523485e+02
5.603603603603603460e+02,1.099543195366397725e+02
5.612612612612613248e+02,1.212178730209837738e+02
5.621621621621621898e+02,1.087929305211179241e+02
5.630630630630630549e+02,1.127528983352580667e+02
5.639639639639640336e+02,1.214215815213954670e+02
5.648648648648647850e+02,1.199228762282917273e+02
5.657657657657657637e+02,1.164018208494660911e+02
5.666666666666667425e+02,1.065219180971128310e+02
5.675675675675674938e+02,1.135391678456147702e+02
5.684684684684684726e+02,1.059456980520445910e+02
5.693693693693694513e+02,1.142199639867386054e+02
5.702702702702702027e+02,1.170501057624683057e+02
5.711711711711711814e+02,1.100585152384152252e+02
5.720720720720721602e+02,1.100425223197019022e+02
5.729729729729729115e+02,1.078206081624017116e+02
5.738738738738738903e+02,1.133963420625022422e+02
5.747747747747747553e+02,1.124234301381578547e+02
5.756756756756756204e+02,1.177601407517542640e+02
5.765765765765765991e+02,1.076989989138984498e+02
5.774774774774774642e+02,1.091117571244311932e+02
5.783783783783783292e+02,1.177258590268451428e+02
5.792792792792793080e+02,1.135164837286559418e+02
5.801801801801801730e+02,1.119769340805547699e+02
5.810810810810810381e+02,1.103733334160900483e+02
5.819819819819820168e+02,1.019820836097702141e+02
5.828828828828828819e+02,1.134030387530169577e+02
5.837837837837837469e+02,1.124203995954839996e+02
5.846846846846847257e+02,1.093929516267060791e+02
5.855855855855855907e+02,1.074069107425027312e+02
5.864864864864864558e+02,1.172374020194092168e+02
5.873873873873874345e+02,1.109467129328424164e+02
5.882882882882882996e+02,1.195764585201100374e+02
5.891891891891891646e+02,1.163217649228359960e+02
5.900900900900901433e+02,1.097086895712841823e+02
5.909909909909910084e+02,1.051824287651983099e+02
5.918918918918918735e+02,1.114692900243993847e+02
5.927927927927928522e+02,1.106425187646949553e+02
5.936936936936937173e+02,1.120885301497745559e+02
5.945945945945945823e+02,1.133639386543339782e+02
5.954954954954955610e+02,1.090266370622175600e+02
5.963963963963964261e+02,1.188921534225133172e+02
5.972972972972972912e+02,1.116187025760158917e+02
5.981981981981982699e+02,1.086084370712589191e+02
5.990990990990990213e+02,1.147852318458282355e+02
6.000000000000000000e+02,1.075888305597235757e+02
6.009009009009009787e+02,1.078224080036052328e+02
6.018018018018017301e+02,1.107953782371245524e+02
6.027027027027027088e+02,1.051403066328564080e+02
6.036036036036036876e+02,1.185445850658573050e+02
6.045045045045044390e+02,1.119388357356289845e+02
6.054054054054054177e+02,1.103165402771056307e+02
6.063063063063063964e+02,1.145530536024818389e+02
6.072072072072071478e+02,1.116942567772628365e+02
6.081081081081081265e+02,1.140909860661111281e+02
6.090090090090089916e+02,1.051843543370742253e+02
6.099099099099098567e+02,1.084796766456242665e+02
6.108108108108108354e+02,1.074080087846789127e+02
6.117117117117117004e+02,1.107132579813065263e+02
6.126126126126125655e+02,1.073748776643010245e+02
6.135135135135135442e+02,1.151160202130988921e+02
6.144144144144144093e+02,1.119611688419769422e+02
6.153153153153152743e+02,1.117300852438258261e+02
6.162162162162162531e+02,1.054885640171249435e+02
6.171171171171171181e+02,1.073163878629864030e+02
6.180180180180179832e+02,1.049490324356412003e+02
6.189189189189189619e+02,1.136635688730874421e+02
6.198198198198198270e+02,1.082633259192878796e+02
6.207207207207206920e+02,1.162124565331668435e+02
6.216216216216216708e+02,1.059116756891386473e+02
6.225225225225225358e+02,1.139501720543708529e+02
6.234234234234234009e+02,9.685799166859794695e+01
6.243243243243243796e+02,1.049455212245024569e+02
6.252252252252252447e+02,9.952209162984914315e+01
6.261261261261261097e+02,1.144235904561747645e+02
6.270270270270270885e+02,1.040699114042889022e+02
6.279279279279279535e+02,1.127577798625336953e+02
6.288288288288288186e+02,1.154959261866983695e+02
6.297297297297297973e+02,1.033631001396759075e+02
6.306306306306306624e+02,1.131597036374411402e+02
6.315315315315315274e+02,1.138613850794379374e+02
6.324324324324325062e+02,1.098624785564035733e+02
6.333333333333332575e+02,1.049193913236105971e+02
6.342342342342342363e+02,1.112387057336555216e+02
6.351351351351352150e+02,1.041409163525213870e+02
6.360360360360359664e+02,1.139150921861387218e+02
6.369369369369369451e+02,1.139037796966365192e+02
6.378378378378379239e+02,1.092022838312310142e+02
6.387387387387386752e+02,1.069908633939900540e+02
6.396396396396396540e+02,1.089435550210403676e+02
6.405405405405405190e+02,1.182801746457303409e+02
6.414414414414413841e+02,1.097822132564143089e+02
6.423423423423423628e+02,1.127969742991620450e+02
6.432432432432432279e+02,1.163311900927701004e+02
6.441441441441440929e+02,1.045691343223727756e+02
6.450450450450450717e+02,1.144501502575208605e+02
6.459459459459459367e+02,1.169409175421040032e+02
6.468468468468468018e+02,1.198683060096476538e+02
6.477477477477477805e+02,1.074120551832314163e+02
6.486486486486486456e+02,1.109445068025903396e+02
6.495495495495495106e+02,1.170748665537465740e+02
6.504504504504504894e+02,1.064394977854867221e+02
6.513513513513513544e+02,1.098911887494874122e+02
6.522522522522522195e+02,1.093577344678209045e+02
6.531531531531531982e+02,1.143836241783219947e+02
6.540540540540540633e+02,1.112299303990680954e+02
6.549549549549549283e+02,1.040273436643679048e+02
6.558558558558559071e+02,1.066652411024672915e+02
6.567567567567567721e+02,1.186346033445555292e+02
6.576576576576576372e+02,1.080648373281931640e+02
6.585585585585586159e+02,1.099383458945643071e+02
6.594594594594594810e+02,1.165505259209239028e+02
6.603603603603603460e+02,1.118360639564738079e+02
6.612612612612613248e+02,1.182970140526167739e+02
6.621621621621621898e+02,1.091419351328770944e+02
6.630630630630630549e+02,1.072915371627994290e+02
6.639639639639640336e+02,1.078734603095535363e+02
6.648648648648648987e+02,1.056582025294523532e+02
6.657657657657657637e+02,1.094061034468944058e+02
6.666666666666667425e+02,9.404126152250421455e+01
6.675675675675674938e+02,1.066787466116851846e+02
6.684684684684684726e+02,1.130247432815942119e+02
6.693693693693694513e+02,1.067424346690032451e+02
6.702702702702702027e+02,1.067874107367624958e+02
6.711711711711711814e+02,1.122830679128984599e+02
6.720720720720721602e+02,1.126159716911129607e+02
6.729729729729729115e+02,1.050312476191859332e+02
6.738738738738738903e+02,1.138910157269231576e+02
6.747747747747747553e+02,1.097934925098831371e+02
6.756756756756756204e+02,1.101720073623878875e+02
6.765765765765765991e+02,1.114163657203470876e+02
6.774774774774774642e+02,1.212382410479645500e+02
6.783783783783783292e+02,1.116233427942665628e+02
6.792792792792793080e+02,1.061635061788815477e+02
6.801801801801801730e+02,1.027809208956717271e+02
6.810810810810810381e+02,1.070637142909277060e+02
6.819819819819820168e+02,1.128361044511081843e+02
6.828828828828828819e+02,1.111662623178537643e+02
6.837837837837837469e+02,1.022063295606842388e+02
6.846846846846847257e+02,1.081207516006100064e+02
6.855855855855855907e+02,1.088812230989212537e+02
6.864864864864864558e+02,1.181908498979419733e+02
6.873873873873874345e+02,1.024595371427199808e+02
6.882882882882882996e+02,1.092935891345844368e+02
6.891891891891891646e+02,1.119944507718368101e+02
6.900900900900901433e+02,1.057765532321345461e+02
6.909909909909910084e+02,1.071752971428983869e+02
6.918918918918918735e+02,1.057572805393524646e+02
6.927927927927928522e+02,1.000222466779851800e+02
6.936936936936937173e+02,1.016168016147591544e+02
6.945945945945945823e+02,1.087990771367356473e+02
6.954954954954955610e+02,1.036514872616652809e+02
6.963963963963964261e+02,1.147874456497166875e+02
6.972972972972972912e+02,1.130607586497391708e+02
6.981981981981982699e+02,1.171623938609409663e+02
6.990990990990990213e+02,1.162372302976546479e+02
7.000000000000000000e+02,1.175708521735460295e+02
7.009009009009009787e+02,1.069086333726033473e+02
7.018018018018017301e+02,1.169694373753533938e+02
7.027027027027027088e+02,1.072863198406506484e+02
7.036036036036036876e+02,1.107648627719040206e+02
7.045045045045044390e+02,1.109493676060438503e+02
7.054054054054054177e+02,1.115602645451162402e+02
7.063063063063063964e+02,1.041479172497729735e+02
7.072072072072071478e+02,1.101381932205856202e+02
7.081081081081081265e+02,1.127278660372441692e+02
7.090090090090089916e+02,1.082847895082000349e+02
7.099099099099098567e+02,1.143524009753108430e+02
7.108108108108108354e+02,1.079948021533351579e+02
7.117117117117117004e+02,1.053853851574210836e+02
7.126126126126125655e+02,1.003599827116808143e+02
7.135135135135135442e+02,1.105873716834657472e+02
7.144144144144144093e+02,1.079833064671887115e+02
7.153153153153152743e+02,1.042153879122816136e+02
7.162162162162162531e+02,1.104885748598637178e+02
7.171171171171171181e+02,1.058188902975917784e+02
7.180180180180179832e+02,1.082743443856361978e+02
7.189189189189189619e+02,1.086929632952186751e+02
7.198198198198198270e+02,1.113315158167940240e+02
7.207207207207206920e+02,1.068460908525315745e+02
7.216216216216216708e+02,1.037657939100942173e+02
7.225225225225225358e+02,1.246241192667578304e+02
7.234234234234234009e+02,1.139474201045109538e+02
7.243243243243243796e+02,1.059331917844219930e+02
